SiteCode,DataValue,LocalDateTime,UTCOffset,VariableCode,QualityControlLevelCode
S_GIOVANNI_BIAN,27.0,09/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,10/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,11/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,12/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,9.0,13/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,12.0,14/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,15/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,16/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,17/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,18/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,19/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,20/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,21/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,22/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,13.0,23/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,9.0,24/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,3.0,25/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,32.0,26/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,1.0,27/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,28/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,5.0,29/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,1.0,30/09/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,1.0,01/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,02/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,03/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,04/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,05/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,06/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,07/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,08/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,09/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,10/10/1951 09:00,1,Precipitation,3
